"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Large Central Metro"	"1"	"Mar., 2013"	"2013/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3230	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Apr., 2013"	"2013/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2876	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"May, 2013"	"2013/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2679	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jun., 2013"	"2013/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2484	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jul., 2013"	"2013/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2558	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Aug., 2013"	"2013/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2475	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Sep., 2013"	"2013/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2353	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Oct., 2013"	"2013/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2420	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Nov., 2013"	"2013/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2473	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Dec., 2013"	"2013/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2897	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jan., 2014"	"2014/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3411	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Feb., 2014"	"2014/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2775	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Mar., 2014"	"2014/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2959	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Apr., 2014"	"2014/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2783	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"May, 2014"	"2014/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2707	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jun., 2014"	"2014/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2498	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jul., 2014"	"2014/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2427	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Aug., 2014"	"2014/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2387	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Sep., 2014"	"2014/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2279	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Oct., 2014"	"2014/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2430	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Nov., 2014"	"2014/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2556	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Dec., 2014"	"2014/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3064	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jan., 2015"	"2015/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3736	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Feb., 2015"	"2015/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3145	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Mar., 2015"	"2015/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3280	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Apr., 2015"	"2015/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2980	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"May, 2015"	"2015/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2944	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jun., 2015"	"2015/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2644	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jul., 2015"	"2015/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2414	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Aug., 2015"	"2015/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2324	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Sep., 2015"	"2015/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2298	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Oct., 2015"	"2015/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2516	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Nov., 2015"	"2015/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2556	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Dec., 2015"	"2015/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2960	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jan., 2016"	"2016/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3206	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Feb., 2016"	"2016/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3200	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Mar., 2016"	"2016/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3395	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Apr., 2016"	"2016/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2970	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"May, 2016"	"2016/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2762	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jun., 2016"	"2016/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2582	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jul., 2016"	"2016/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2503	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Aug., 2016"	"2016/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2429	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Sep., 2016"	"2016/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2433	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Oct., 2016"	"2016/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2571	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Nov., 2016"	"2016/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2670	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Dec., 2016"	"2016/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3017	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jan., 2017"	"2017/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3634	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Feb., 2017"	"2017/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3163	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Mar., 2017"	"2017/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3368	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Apr., 2017"	"2017/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3023	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"May, 2017"	"2017/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2897	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jun., 2017"	"2017/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2694	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jul., 2017"	"2017/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2472	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Aug., 2017"	"2017/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2419	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Sep., 2017"	"2017/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2420	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Oct., 2017"	"2017/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2525	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Nov., 2017"	"2017/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2558	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Dec., 2017"	"2017/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3171	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jan., 2018"	"2018/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4080	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Feb., 2018"	"2018/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3136	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3204	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Apr., 2018"	"2018/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2926	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2820	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2665	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jul., 2018"	"2018/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2482	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2410	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Sep., 2018"	"2018/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2370	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2505	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2581	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2923	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jan., 2019"	"2019/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3202	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Feb., 2019"	"2019/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2896	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Mar., 2019"	"2019/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3228	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Apr., 2019"	"2019/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2873	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"May, 2019"	"2019/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2725	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jun., 2019"	"2019/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2585	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Jul., 2019"	"2019/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2534	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Aug., 2019"	"2019/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2291	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Sep., 2019"	"2019/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2300	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Oct., 2019"	"2019/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2479	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Nov., 2019"	"2019/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2637	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Dec., 2019"	"2019/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3020	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jan., 1999"	"1999/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2838	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Feb., 1999"	"1999/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2878	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Mar., 1999"	"1999/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2747	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Apr., 1999"	"1999/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2316	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"May, 1999"	"1999/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1992	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jun., 1999"	"1999/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1835	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jul., 1999"	"1999/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1775	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Aug., 1999"	"1999/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1639	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Sep., 1999"	"1999/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1699	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Oct., 1999"	"1999/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1868	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Nov., 1999"	"1999/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1952	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Dec., 1999"	"1999/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2553	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jan., 2000"	"2000/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3441	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Feb., 2000"	"2000/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2411	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Mar., 2000"	"2000/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2294	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Apr., 2000"	"2000/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2069	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"May, 2000"	"2000/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2065	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jun., 2000"	"2000/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1967	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jul., 2000"	"2000/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1995	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Aug., 2000"	"2000/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1804	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Sep., 2000"	"2000/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1827	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Oct., 2000"	"2000/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2024	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Nov., 2000"	"2000/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2055	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Dec., 2000"	"2000/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2407	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jan., 2001"	"2001/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2735	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Feb., 2001"	"2001/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2467	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Mar., 2001"	"2001/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2588	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Apr., 2001"	"2001/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2477	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"May, 2001"	"2001/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2213	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jun., 2001"	"2001/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2142	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jul., 2001"	"2001/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1894	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Aug., 2001"	"2001/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1784	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Sep., 2001"	"2001/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1766	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Oct., 2001"	"2001/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1964	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Nov., 2001"	"2001/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1985	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Dec., 2001"	"2001/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2249	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jan., 2002"	"2002/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2742	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Feb., 2002"	"2002/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2661	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Mar., 2002"	"2002/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2766	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Apr., 2002"	"2002/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2247	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"May, 2002"	"2002/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2145	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jun., 2002"	"2002/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2027	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jul., 2002"	"2002/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2075	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Aug., 2002"	"2002/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1874	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Sep., 2002"	"2002/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1796	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Oct., 2002"	"2002/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2014	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Nov., 2002"	"2002/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2083	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Dec., 2002"	"2002/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2389	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jan., 2003"	"2003/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2631	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Feb., 2003"	"2003/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2386	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Mar., 2003"	"2003/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2500	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Apr., 2003"	"2003/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2345	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"May, 2003"	"2003/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2184	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jun., 2003"	"2003/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2025	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Jul., 2003"	"2003/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2004	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Aug., 2003"	"2003/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1967	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Sep., 2003"	"2003/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1971	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Oct., 2003"	"2003/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2103	Not Applicable	Not Applicable
