"Notes"	"2013 CBSA"	"2013 CBSA Code"	"ICD 113 Groups"	"ICD 113 Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	13	1321316	0.983867599 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	11	1347822	0.816131507 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	16	1376030	1.162765347 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	1410058	Suppressed
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	13	1453358	0.894480231 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	19	1515485	1.253724055 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	12	1577856	0.760525675 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	1633870	Suppressed
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	15	1682338	0.891616310 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	10	1716289	0.582652455 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	11	1780819	0.617693320 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	1834319	Suppressed
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	1882856	Suppressed
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	14	1941389	0.721133168 (Unreliable)
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	1998104	Suppressed
	"Austin-Round Rock, TX"	"12420"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	10	2056405	0.486285532 (Unreliable)
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	655428	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	10	661645	1.511384504 (Unreliable)
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	13	676574	1.921445400 (Unreliable)
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	694059	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	714272	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	736296	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	760726	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	784511	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	803281	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	11	818327	1.344205923 (Unreliable)
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	830137	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	839631	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	849484	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	855808	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	10	864454	1.156799552 (Unreliable)
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	872138	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	879497	Suppressed
	"Bakersfield, CA"	"12540"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	12	884788	1.356257092 (Unreliable)
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	40	2540307	1.574612832
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	46	2552994	1.801806036
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	45	2575471	1.747253221
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	53	2596501	2.041208534
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	53	2614232	2.027364059
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	53	2630946	2.014484524
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	42	2644231	1.588363498
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	29	2658162	1.090979406
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	36	2667619	1.349518053
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	30	2679819	1.119478592
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	42	2696018	1.557853100
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	36	2710489	1.328173625
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	45	2735170	1.645235945
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	56	2755622	2.032209062
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	35	2771765	1.262733312
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	51	2784254	1.831729433
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	40	2793837	1.431722753
	"Baltimore-Columbia-Towson, MD"	"12580"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	47	2798886	1.679239526
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	700767	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	705973	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	710731	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	13	715379	1.817218565 (Unreliable)
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	722274	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	729774	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	10	735507	1.359606367 (Unreliable)
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	771940	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	779796	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	787767	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	795897	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	802484	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	808397	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	813756	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	819507	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	825155	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	829741	Suppressed
	"Baton Rouge, LA"	"12940"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	835175	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	400075	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	400162	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	397731	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	397949	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	398146	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	398998	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	400115	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	393468	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	396665	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	399641	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	401592	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	403190	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	405226	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	403668	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	405225	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	405407	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	408261	Suppressed
	"Beaumont-Port Arthur, TX"	"13140"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	409968	Suppressed
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	17	1047440	1.623004659 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	21	1052238	1.995746210
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	14	1059082	1.321899532 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	15	1062966	1.411145794 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	15	1070886	1.400709319 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	19	1078204	1.762189715 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	11	1086318	1.012594839 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	19	1098818	1.729130757 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	11	1107256	0.993446863 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	27	1117101	2.416970355
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	16	1125271	1.421879707 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	16	1128047	1.418380617 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	14	1130857	1.237999146 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	14	1133917	1.234658269 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	1138578	Suppressed
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	13	1141775	1.138578091 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	10	1144857	0.873471534 (Unreliable)
	"Birmingham-Hoover, AL"	"13820"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	14	1147417	1.220131827 (Unreliable)
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	452837	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	464840	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	486078	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	499994	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	512491	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	525975	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	546980	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	570583	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	590330	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	603218	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	611341	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	616561	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	627610	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	637527	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	649653	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	664024	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	675777	Suppressed
	"Boise City, ID"	"14260"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	691423	Suppressed
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	62	4369743	1.418847745
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	56	4391344	1.275236010
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	57	4432132	1.286062780
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	62	4440034	1.396385703
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	43	4434723	0.969620876
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	53	4424956	1.197752023
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	61	4418046	1.380700880
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	34	4427356	0.767952701
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	34	4447838	0.764416330
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	21	4483141	0.468421582
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	27	4527220	0.596392488
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	27	4552402	0.593093492
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	47	4608410	1.019874534
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	35	4652011	0.752362795
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	43	4696293	0.915615785
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	47	4734711	0.992668824
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	55	4766755	1.153824772
	"Boston-Cambridge-Newton, MA-NH"	"14460"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	52	4794447	1.084588066
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	285901	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	291288	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	300727	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	303035	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	278768	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	279728	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	280241	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	284243	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	287428	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	290859	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	293190	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	294567	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	300597	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	305350	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	310287	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	313204	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	318738	Suppressed
	"Boulder, CO"	"14500"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	322226	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	229393	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	231969	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	234513	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	238129	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	239758	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	241960	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	239806	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	245054	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	244105	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	246912	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	248800	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	251133	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	254451	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	254729	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	253114	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	254272	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	260514	Suppressed
	"Bremerton-Silverdale, WA"	"14740"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	264811	Suppressed
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	15	877043	1.710292426 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	17	882567	1.926199371 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	10	889063	1.124779684 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	10	892900	1.119946243 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	896342	Suppressed
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	12	897472	1.337089068 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	14	897653	1.559622705 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	896254	Suppressed
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	897498	Suppressed
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	903824	Suppressed
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	10	910421	1.098392941 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	13	916829	1.417930716 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	928890	Suppressed
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	934931	Suppressed
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	940621	Suppressed
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	15	943686	1.589511766 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	11	944674	1.164422859 (Unreliable)
	"Bridgeport-Stamford-Norwalk, CT"	"14860"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	17	944177	1.800509862 (Unreliable)
	"Brownsville-Harlingen, TX"	"15180"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	330277	Suppressed
	"Brownsville-Harlingen, TX"	"15180"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	335227	Suppressed
	"Brownsville-Harlingen, TX"	"15180"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	342368	Suppressed
	"Brownsville-Harlingen, TX"	"15180"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	350194	Suppressed
